,SIM1,SIM2,SIM3
2005-10-19,2.769058679259446e+43,2.3488485514083013e+43,3.8157113839221266e+43
2005-10-20,2.8509689367550613e+43,2.282566368625368e+43,3.86809510421168e+43
2005-10-21,2.8195888731692707e+43,2.254242494303013e+43,3.828551083919499e+43
2005-10-24,2.8419732310210446e+43,2.2230610478706788e+43,3.814332871360518e+43
2005-10-25,2.834341416199436e+43,2.1836686988202037e+43,3.8461886143389107e+43
2005-10-26,2.855273413315766e+43,2.1949169303278731e+43,3.890348098025119e+43
2005-10-27,2.8544313417051887e+43,2.2771428539643693e+43,3.9933657154810393e+43
2005-10-28,2.834712752503801e+43,2.339722617798604e+43,4.0210997568807427e+43
2005-10-31,2.8051105192803137e+43,2.3650871760968925e+43,4.0042051552193247e+43
2005-11-01,2.917164462315952e+43,2.317923394340948e+43,3.953731400363966e+43
2005-11-02,2.909669017341956e+43,2.346839189739302e+43,3.8521543527393957e+43
2005-11-03,2.8374001549628057e+43,2.42609038395975e+43,3.93005678033527e+43
2005-11-04,2.8177709322795424e+43,2.372276603771166e+43,3.9294217357294626e+43
2005-11-07,2.8431230195691736e+43,2.3343391217574136e+43,3.9887231655788e+43
2005-11-08,2.824511675043018e+43,2.212956256897369e+43,4.018902856383666e+43
2005-11-09,2.874460696563996e+43,2.145143828407454e+43,4.0146552499486894e+43
2005-11-10,2.909063975733097e+43,2.2322171983785265e+43,3.858106368605971e+43
2005-11-11,2.902312089760414e+43,2.321882522278271e+43,3.802241915803629e+43
2005-11-14,2.8857492989582433e+43,2.359407849696227e+43,3.813742910541754e+43
2005-11-15,2.850536575939126e+43,2.3787880143361744e+43,3.903074962840273e+43
2005-11-16,2.8273902102457864e+43,2.352010357883044e+43,3.977559876339762e+43
2005-11-17,2.7767706004353856e+43,2.3931100093443754e+43,4.044171511929145e+43
2005-11-18,2.821752949369759e+43,2.383764685415719e+43,4.05669225501828e+43
2005-11-21,2.877129859544843e+43,2.482534853967224e+43,4.029987140466036e+43
2005-11-22,2.8299220853255437e+43,2.5322016658797166e+43,3.9713631257307092e+43
2005-11-23,2.7904980105192396e+43,2.586358577123452e+43,4.015442631339058e+43
2005-11-24,2.731073182395803e+43,2.595149446899877e+43,4.0513205461931765e+43
2005-11-25,2.701009699651199e+43,2.5624558167438685e+43,4.024644418294375e+43
2005-11-28,2.599013754945594e+43,2.6266225942945215e+43,4.0665971938706856e+43
2005-11-29,2.5665471562134323e+43,2.6050983209171675e+43,3.9330304205282185e+43
2005-11-30,2.610533716108161e+43,2.5361127245773435e+43,3.9540269364891474e+43
2005-12-01,2.5975720623039265e+43,2.601809237446057e+43,3.878043172409971e+43
2005-12-02,2.626547030949005e+43,2.6457775497530216e+43,3.912647550925892e+43
2005-12-05,2.609471561430528e+43,2.645808055248917e+43,3.8518795092941035e+43
2005-12-06,2.6690234657627136e+43,2.672365688228064e+43,3.8076025060396216e+43
2005-12-07,2.673394500778184e+43,2.8164648449018333e+43,3.74380892239687e+43
2005-12-08,2.660695913293141e+43,2.6838107192771985e+43,3.7455818011363627e+43
2005-12-09,2.748460005319034e+43,2.680655511937693e+43,3.8181467418464493e+43
2005-12-12,2.7336893809450745e+43,2.705144680929611e+43,3.8079734048466713e+43
2005-12-13,2.69294701484193e+43,2.6897322726396297e+43,3.8289626364651593e+43
2005-12-14,2.701897879787492e+43,2.645025479426051e+43,3.8900249128361426e+43
2005-12-15,2.7005045127800113e+43,2.7289963129357167e+43,3.8161668771947385e+43
2005-12-16,2.7373789474530416e+43,2.8600409360689625e+43,3.906795400524812e+43
2005-12-19,2.7045203220573937e+43,2.918052056839562e+43,4.000206941483827e+43
2005-12-20,2.7338233111902496e+43,2.9971240161078477e+43,3.9959765831807745e+43
2005-12-21,2.7623451408032977e+43,2.95462890842671e+43,4.0035935692126577e+43
2005-12-22,2.7383062450909825e+43,2.939512744823119e+43,3.924321573338787e+43
2005-12-23,2.745315499408572e+43,2.962116753077137e+43,3.8853227230677955e+43
2005-12-26,2.7167769164787484e+43,3.0139463417534763e+43,3.8309331612044277e+43
2005-12-27,2.7998005540423055e+43,2.997819614167596e+43,3.929364546906454e+43
2005-12-28,2.771764192785622e+43,3.0825393026759134e+43,3.9175079859352076e+43
2005-12-29,2.7575463495526573e+43,3.106041015347828e+43,3.8663320337635457e+43
2005-12-30,2.7217369318683023e+43,3.1643026339226494e+43,3.865529897442649e+43
2006-01-02,2.7117807970965867e+43,3.2691974774147743e+43,3.8012901856231486e+43
2006-01-03,2.7123374072581527e+43,3.310840412096578e+43,3.635787027733478e+43
2006-01-04,2.7389754765832624e+43,3.2518353655912663e+43,3.5873697093566318e+43
2006-01-05,2.7171675949786976e+43,3.172270474272209e+43,3.704670277330236e+43
2006-01-06,2.712093478631304e+43,3.1341841092609113e+43,3.8440811899267746e+43
2006-01-09,2.6647035800847923e+43,3.128924017848348e+43,3.8456637512253537e+43
2006-01-10,2.63944949213556e+43,3.125717648194351e+43,3.9152144371465553e+43
2006-01-11,2.734071999954943e+43,3.0985640402966416e+43,3.9217335444902566e+43
2006-01-12,2.7661913733997503e+43,3.117170869654867e+43,3.829054791367906e+43
2006-01-13,2.738040225815843e+43,3.1235508063623285e+43,3.8645464686937126e+43
2006-01-16,2.693863745038784e+43,3.159517859025606e+43,4.000443247391882e+43
2006-01-17,2.6632022576451257e+43,3.130919624900184e+43,4.0090065241679766e+43
2006-01-18,2.664127824513049e+43,3.204362321612978e+43,3.8934581046334355e+43
2006-01-19,2.665567746890545e+43,3.057840617036817e+43,3.9814042997735853e+43
2006-01-20,2.6409615041264333e+43,3.0801934352127843e+43,3.9207637993873535e+43
2006-01-23,2.5999050695652483e+43,3.085213689802497e+43,3.825411157871454e+43
2006-01-24,2.649002385985591e+43,3.1228797706185343e+43,3.7792118526810086e+43
2006-01-25,2.6622356667353975e+43,3.238197587694428e+43,3.70267488098752e+43
2006-01-26,2.6494491311681317e+43,3.298577389954312e+43,3.749838765719297e+43
2006-01-27,2.642971982030147e+43,3.3126484963604543e+43,3.8369814197668e+43
2006-01-30,2.6260084372929887e+43,3.2844780768058684e+43,3.729597027755156e+43
2006-01-31,2.531752323509467e+43,3.329892992034226e+43,3.7015187004679244e+43
2006-02-01,2.539809130080792e+43,3.314605560800893e+43,3.770104197043814e+43
2006-02-02,2.505764320207465e+43,3.285599809713548e+43,3.76178361620839e+43
2006-02-03,2.4760980194563295e+43,3.364891009725405e+43,3.8880320898014103e+43
2006-02-06,2.4577987575727186e+43,3.3833577635739655e+43,3.93044063983044e+43
2006-02-07,2.481658135641239e+43,3.411835281693438e+43,3.92458472180741e+43
2006-02-08,2.444618351661165e+43,3.413125944242043e+43,3.9422490555270136e+43
2006-02-09,2.4027515690762805e+43,3.3554487107800476e+43,4.0098059401482187e+43
2006-02-10,2.424302900677119e+43,3.2191465043432513e+43,4.02042155734509e+43
2006-02-13,2.446762391097537e+43,3.2531293657963947e+43,3.936236851860489e+43
2006-02-14,2.4167175948625093e+43,3.298317373385342e+43,3.8933054048909506e+43
2006-02-15,2.4354927964765443e+43,3.3130729966219257e+43,3.858572833304582e+43
2006-02-16,2.4260335084232046e+43,3.2410734702409234e+43,3.980424064164772e+43
2006-02-17,2.4359551467185477e+43,3.2105540094473056e+43,3.942681900890926e+43
2006-02-20,2.3974544248519507e+43,3.2066747918323257e+43,3.842217763878061e+43
2006-02-21,2.424699929044072e+43,3.1136270384307986e+43,3.849963127772279e+43
2006-02-22,2.460772593812201e+43,3.1047818638054314e+43,3.8502703493638483e+43
2006-02-23,2.4792712563792256e+43,3.117335932592489e+43,3.8322159959972837e+43
2006-02-24,2.4962314871669255e+43,3.116183241134466e+43,3.8526037114753206e+43
2006-02-27,2.380052219709715e+43,3.041761464067577e+43,3.831438336177968e+43
2006-02-28,2.3931520889364515e+43,3.021726304175009e+43,3.8189259436803463e+43
2006-03-01,2.392093365373535e+43,2.978952539374681e+43,3.877803557694987e+43
2006-03-02,2.3879994946650834e+43,2.903371629822955e+43,3.9918616548793164e+43
2006-03-03,2.3695803951509423e+43,2.8248153012923327e+43,4.0175408545044956e+43
2006-03-06,2.372318581902657e+43,2.8205448657068415e+43,4.015391569519023e+43
2006-03-07,2.384817686443522e+43,2.7775335337945503e+43,4.010332295196434e+43
2006-03-08,2.3766467743519617e+43,2.894984969912424e+43,3.9613561830973585e+43
2006-03-09,2.363463190881201e+43,2.9007077403205195e+43,3.9354148078601127e+43
2006-03-10,2.40119987589899e+43,2.91721794827661e+43,3.8318060600037865e+43
2006-03-13,2.3666603017328663e+43,2.914167239553594e+43,3.8364157348458114e+43
2006-03-14,2.3993541452267454e+43,2.8753045514925275e+43,3.8297821974962864e+43
2006-03-15,2.403538043041874e+43,2.9227793666253485e+43,3.918764334146014e+43
2006-03-16,2.3794291864211326e+43,2.9535698536510464e+43,3.7778044908783253e+43
2006-03-17,2.372089904469486e+43,2.9897363710976717e+43,3.8893002356745974e+43
2006-03-20,2.345376528048424e+43,3.0148630660110093e+43,3.933018926799994e+43
2006-03-21,2.3668446949067064e+43,2.906239203753669e+43,3.9632336153277713e+43
2006-03-22,2.376563249914194e+43,2.9408057728443054e+43,3.94405250676975e+43
2006-03-23,2.3598219380468684e+43,2.9268171803846774e+43,3.885165985565573e+43
2006-03-24,2.3283077834616683e+43,2.9281676944090513e+43,3.7695097184322945e+43
2006-03-27,2.338821838831127e+43,2.986751019245336e+43,3.785967521441287e+43
2006-03-28,2.366987906743112e+43,2.9687751656587905e+43,3.682040645202809e+43
2006-03-29,2.362638359597367e+43,2.8932711953204313e+43,3.8354001540381057e+43
2006-03-30,2.3755847676956203e+43,2.921084587040394e+43,3.8857474091382623e+43
2006-03-31,2.3640816541258125e+43,3.0464093161685284e+43,3.804998875421428e+43
2006-04-03,2.3668771742824503e+43,2.9669934323351265e+43,3.824683511480515e+43
2006-04-04,2.3583728169235077e+43,2.987627776675844e+43,3.77479382408443e+43
2006-04-05,2.36777135532689e+43,2.96507834006039e+43,3.7002967807507905e+43
2006-04-06,2.323072485837411e+43,3.0406629624868393e+43,3.695458728168975e+43
2006-04-07,2.344220533439723e+43,3.0400831632504396e+43,3.596296238870587e+43
2006-04-10,2.336794219752006e+43,2.9604176750327337e+43,3.621243903262582e+43
2006-04-11,2.3479701789208393e+43,2.840605651801883e+43,3.7064958487547267e+43
2006-04-12,2.337722524564661e+43,2.926247492231024e+43,3.758162737291475e+43
2006-04-13,2.3478961230159183e+43,2.9240508265658893e+43,3.710918780429993e+43
2006-04-14,2.3162465965977884e+43,2.879561291415483e+43,3.6777605992358295e+43
2006-04-17,2.3528534423526876e+43,2.868884909818708e+43,3.6882926845676477e+43
